_unit_id,_golden,_trusted_judgments,_last_judgment_at,opinion_toward_the_above_topic,opinion_toward_the_above_topic:confidence,opinion_toward_the_above_topic_gold,post_id,thread_id,time,topic,user_id
90477148,TRUE,1,7/26/2011 19:12,Against,1,Not Sure,7,409192893_1310027322001,Wed 20 May 2009 06:02 AM,abortion_as_rights_or_choices,ACR26
90477149,TRUE,10,7/27/2011 1:55,For,0.7166,"Against
Not Sure",8,409192893_1310027322001,Wed 20 May 2009 06:13 AM,abortion_as_rights_or_choices,rayld2
90477154,FALSE,3,7/27/2011 7:11,Against,0.649,,13,409192893_1310027322001,Wed 20 May 2009 08:13 AM,abortion_as_rights_or_choices,Irwin_R_Schyster
90477156,FALSE,4,7/27/2011 6:11,Against,0.529,,15,409192893_1310027322001,Wed 20 May 2009 01:19 PM,abortion_as_rights_or_choices,QuanticoBornMarine
90477157,TRUE,12,7/27/2011 2:58,Against,0.834,Against,16,409192893_1310027322001,Wed 20 May 2009 01:24 PM,abortion_as_rights_or_choices,QuanticoBornMarine
90477158,TRUE,1,7/27/2011 7:24,For,1,For,17,409192893_1310027322001,Wed 20 May 2009 03:23 PM,abortion_as_rights_or_choices,thorin001
90477159,TRUE,23,7/27/2011 9:01,For,0.7962,For,18,409192893_1310027322001,Wed 20 May 2009 06:29 PM,abortion_as_rights_or_choices,Tangler
90477160,TRUE,1,7/27/2011 7:27,Not Sure,1,For,19,409192893_1310027322001,Wed 20 May 2009 07:15 PM,abortion_as_rights_or_choices,PinkBlossoms
90477161,TRUE,1,7/27/2011 4:16,Not Sure,1,Against,20,409192893_1310027322001,Wed 20 May 2009 09:01 PM,abortion_as_rights_or_choices,Fightdirector
90477162,FALSE,3,7/27/2011 8:13,Against,0.7037,,21,409192893_1310027322001,Thu 21 May 2009 04:19 AM,abortion_as_rights_or_choices,QuanticoBornMarine
90477163,FALSE,3,7/27/2011 7:39,Against,0.661,,22,409192893_1310027322001,Thu 21 May 2009 04:26 AM,abortion_as_rights_or_choices,QuanticoBornMarine
90477164,TRUE,3,7/26/2011 23:14,Not Sure,0.6733,"For
Not Sure",23,409192893_1310027322001,Thu 21 May 2009 04:47 AM,abortion_as_rights_or_choices,backtoiraq
90477167,FALSE,3,7/27/2011 8:41,For,0.6292,,26,409192893_1310027322001,Thu 21 May 2009 04:53 AM,abortion_as_rights_or_choices,backtoiraq
90477168,FALSE,3,7/27/2011 8:03,Not Sure,1,,27,409192893_1310027322001,Thu 21 May 2009 04:59 AM,abortion_as_rights_or_choices,skinman13
90477169,FALSE,3,7/27/2011 5:05,Against,1,,28,409192893_1310027322001,Thu 21 May 2009 06:13 AM,abortion_as_rights_or_choices,PinkBlossoms
90477170,TRUE,22,7/27/2011 8:48,Not Sure,0.4036,"For
Not Sure",29,409192893_1310027322001,Thu 21 May 2009 06:25 AM,abortion_as_rights_or_choices,SeaWitch1220
90477171,FALSE,4,7/27/2011 6:41,Not Sure,0.4358,,30,409192893_1310027322001,Thu 21 May 2009 06:30 AM,abortion_as_rights_or_choices,DMarkUhler
90477172,FALSE,3,7/27/2011 8:00,For,0.7295,,31,409192893_1310027322001,Thu 21 May 2009 06:46 AM,abortion_as_rights_or_choices,cosmicfish
90477173,FALSE,3,7/27/2011 6:41,Against,1,,32,409192893_1310027322001,Thu 21 May 2009 06:54 AM,abortion_as_rights_or_choices,Fightdirector
90477174,FALSE,3,7/27/2011 8:49,For,0.7007,,33,409192893_1310027322001,Thu 21 May 2009 07:35 AM,abortion_as_rights_or_choices,rayld2
90477175,FALSE,3,7/27/2011 7:24,Not Sure,0.6359,,34,409192893_1310027322001,Thu 21 May 2009 09:42 AM,abortion_as_rights_or_choices,dragonflyer04
90477176,FALSE,3,7/27/2011 7:44,For,0.366,,35,409192893_1310027322001,Thu 21 May 2009 11:19 AM,abortion_as_rights_or_choices,mnoble1066
90477177,FALSE,3,7/27/2011 8:10,For,1,,36,409192893_1310027322001,Thu 21 May 2009 02:28 PM,abortion_as_rights_or_choices,SeaWitch1220
90477178,FALSE,3,7/27/2011 7:24,For,0.6502,,37,409192893_1310027322001,Thu 21 May 2009 02:38 PM,abortion_as_rights_or_choices,cosmicfish
90477179,FALSE,3,7/27/2011 6:05,Against,1,,38,409192893_1310027322001,Fri 22 May 2009 03:31 AM,abortion_as_rights_or_choices,mnoble1066
90477180,FALSE,3,7/27/2011 2:55,For,0.7292,,39,409192893_1310027322001,Fri 22 May 2009 04:42 AM,abortion_as_rights_or_choices,SeaWitch1220
90477181,FALSE,3,7/27/2011 3:32,For,0.6678,,40,409192893_1310027322001,Fri 22 May 2009 05:39 AM,abortion_as_rights_or_choices,ProgMod
90477182,FALSE,3,7/27/2011 8:39,For,1,,41,409192893_1310027322001,Fri 22 May 2009 09:18 PM,abortion_as_rights_or_choices,skinman13
90477183,FALSE,3,7/27/2011 7:04,For,0.709,,42,409192893_1310027322001,Sat 23 May 2009 04:21 PM,abortion_as_rights_or_choices,ColdWarGranny
90477184,FALSE,3,7/27/2011 7:50,For,0.6352,,43,409192893_1310027322001,Sun 24 May 2009 12:33 AM,abortion_as_rights_or_choices,thorin001
90477185,FALSE,4,7/27/2011 9:01,For,0.5535,,44,409192893_1310027322001,Sun 24 May 2009 07:11 PM,abortion_as_rights_or_choices,KJ1110
90477186,FALSE,4,7/27/2011 5:54,For,1,,45,409192893_1310027322001,Tue 02 June 2009 06:27 AM,abortion_as_rights_or_choices,R102v2
90477187,FALSE,3,7/27/2011 7:28,For,0.6396,,46,409192893_1310027322001,Tue 02 June 2009 06:48 AM,abortion_as_rights_or_choices,soscorpio
90477188,FALSE,3,7/27/2011 6:57,Not Sure,0.6375,,47,409192893_1310027322001,Tue 02 June 2009 09:42 AM,abortion_as_rights_or_choices,thorin001
90477189,FALSE,3,7/27/2011 5:47,Not Sure,0.6829,,48,409192893_1310027322001,Tue 02 June 2009 12:16 PM,abortion_as_rights_or_choices,soscorpio
90477190,FALSE,3,7/27/2011 8:13,Against,0.6743,,49,409192893_1310027322001,Tue 02 June 2009 12:23 PM,abortion_as_rights_or_choices,L0A1
90477191,FALSE,3,7/27/2011 7:12,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90477192,FALSE,3,7/27/2011 7:03,Against,0.7324,,1,409192893_6200039561001,Wed 23 January 2008 07:59 AM,abortion_as_rights_or_choices,Fightdirector
90477193,FALSE,3,7/27/2011 8:03,For,1,,2,409192893_6200039561001,Wed 23 January 2008 08:06 AM,abortion_as_rights_or_choices,sweetsuds
90477194,FALSE,3,7/27/2011 7:56,For,1,,3,409192893_6200039561001,Wed 23 January 2008 08:18 AM,abortion_as_rights_or_choices,LRS51st
90477195,FALSE,3,7/27/2011 9:27,For,0.7095,,4,409192893_6200039561001,Wed 23 January 2008 08:21 AM,abortion_as_rights_or_choices,rm444
90477196,FALSE,3,7/27/2011 3:32,For,0.6914,,5,409192893_6200039561001,Wed 23 January 2008 08:24 AM,abortion_as_rights_or_choices,Fightdirector
90477197,FALSE,3,7/27/2011 7:43,Not Sure,1,,6,409192893_6200039561001,Wed 23 January 2008 08:26 AM,abortion_as_rights_or_choices,Killswitch_Engage
90477198,FALSE,3,7/27/2011 6:17,Against,0.3685,,7,409192893_6200039561001,Wed 23 January 2008 08:31 AM,abortion_as_rights_or_choices,OrangeCat97
90477199,FALSE,3,7/27/2011 4:14,Against,0.6843,,8,409192893_6200039561001,Wed 23 January 2008 08:34 AM,abortion_as_rights_or_choices,Fightdirector
90477200,FALSE,3,7/27/2011 7:21,Not Sure,0.6273,,9,409192893_6200039561001,Wed 23 January 2008 08:54 AM,abortion_as_rights_or_choices,FortesFortunaJuvat
90477201,FALSE,3,7/27/2011 6:25,Not Sure,1,,10,409192893_6200039561001,Wed 23 January 2008 09:43 AM,abortion_as_rights_or_choices,The_Bonesaw
90477202,FALSE,3,7/27/2011 7:17,For,0.6452,,11,409192893_6200039561001,Wed 23 January 2008 09:53 AM,abortion_as_rights_or_choices,PSimon572
90477203,FALSE,3,7/27/2011 6:32,Not Sure,1,,12,409192893_6200039561001,Wed 23 January 2008 10:00 AM,abortion_as_rights_or_choices,rm444
90477204,FALSE,3,7/27/2011 8:45,For,1,,13,409192893_6200039561001,Wed 23 January 2008 10:53 AM,abortion_as_rights_or_choices,OrangeCat97
90477205,FALSE,3,7/27/2011 8:45,For,0.3623,,14,409192893_6200039561001,Wed 23 January 2008 11:59 AM,abortion_as_rights_or_choices,boughtwaprice
90477206,FALSE,3,7/27/2011 7:37,Against,0.643,,15,409192893_6200039561001,Wed 23 January 2008 12:07 PM,abortion_as_rights_or_choices,PUFFBOY
90477207,FALSE,3,7/27/2011 2:19,For,0.6352,,16,409192893_6200039561001,Wed 23 January 2008 12:14 PM,abortion_as_rights_or_choices,torkel
90477208,FALSE,3,7/27/2011 7:41,For,1,,17,409192893_6200039561001,Wed 23 January 2008 12:21 PM,abortion_as_rights_or_choices,WhoFreak
90477209,FALSE,3,7/27/2011 7:46,For,0.6137,,18,409192893_6200039561001,Wed 23 January 2008 01:04 PM,abortion_as_rights_or_choices,LRS51st
90477210,FALSE,4,7/27/2011 8:56,Against,0.7419,,19,409192893_6200039561001,Wed 23 January 2008 01:42 PM,abortion_as_rights_or_choices,Tomcatt
90477211,FALSE,3,7/27/2011 4:53,Not Sure,0.6361,,20,409192893_6200039561001,Wed 23 January 2008 01:51 PM,abortion_as_rights_or_choices,alcyone
90477212,FALSE,3,7/27/2011 7:30,For,1,,21,409192893_6200039561001,Wed 23 January 2008 01:54 PM,abortion_as_rights_or_choices,FriscoLady01
90477213,FALSE,3,7/27/2011 7:19,Against,1,,22,409192893_6200039561001,Wed 23 January 2008 01:56 PM,abortion_as_rights_or_choices,Kegler300
90477214,FALSE,3,7/27/2011 4:21,Not Sure,0.6572,,23,409192893_6200039561001,Wed 23 January 2008 02:04 PM,abortion_as_rights_or_choices,scottrj50
90477215,FALSE,3,7/27/2011 5:41,Against,0.7167,,24,409192893_6200039561001,Wed 23 January 2008 02:16 PM,abortion_as_rights_or_choices,navy8086
90477216,FALSE,3,7/27/2011 4:15,Not Sure,0.7027,,25,409192893_6200039561001,Wed 23 January 2008 02:21 PM,abortion_as_rights_or_choices,LRS51st
90477217,FALSE,3,7/27/2011 7:10,Against,1,,26,409192893_6200039561001,Wed 23 January 2008 02:22 PM,abortion_as_rights_or_choices,scottrj50
90477218,FALSE,3,7/27/2011 8:53,For,1,,27,409192893_6200039561001,Wed 23 January 2008 02:23 PM,abortion_as_rights_or_choices,FriscoLady01
90477219,FALSE,3,7/27/2011 7:19,Not Sure,0.6201,,28,409192893_6200039561001,Wed 23 January 2008 02:27 PM,abortion_as_rights_or_choices,LRS51st
90477220,FALSE,3,7/27/2011 6:54,Not Sure,0.646,,29,409192893_6200039561001,Wed 23 January 2008 02:28 PM,abortion_as_rights_or_choices,Opfor6
90477221,FALSE,3,7/27/2011 8:51,Not Sure,0.6496,,30,409192893_6200039561001,Wed 23 January 2008 02:38 PM,abortion_as_rights_or_choices,scottrj50
90477222,FALSE,3,7/27/2011 3:54,Not Sure,0.6371,,31,409192893_6200039561001,Wed 23 January 2008 02:41 PM,abortion_as_rights_or_choices,beatch71
90477223,FALSE,3,7/27/2011 8:47,Against,0.6546,,32,409192893_6200039561001,Wed 23 January 2008 02:43 PM,abortion_as_rights_or_choices,pken
90477224,FALSE,3,7/27/2011 6:09,For,1,,33,409192893_6200039561001,Wed 23 January 2008 02:47 PM,abortion_as_rights_or_choices,FortesFortunaJuvat
90477225,FALSE,3,7/27/2011 7:22,Against,1,,34,409192893_6200039561001,Wed 23 January 2008 03:14 PM,abortion_as_rights_or_choices,navy8086
90477226,FALSE,3,7/27/2011 7:41,For,0.7285,,35,409192893_6200039561001,Wed 23 January 2008 03:21 PM,abortion_as_rights_or_choices,FortesFortunaJuvat
90477227,FALSE,4,7/27/2011 6:44,For,0.5243,,36,409192893_6200039561001,Wed 23 January 2008 03:23 PM,abortion_as_rights_or_choices,rm444
90477228,FALSE,3,7/27/2011 4:37,For,0.7006,,37,409192893_6200039561001,Wed 23 January 2008 03:31 PM,abortion_as_rights_or_choices,Duster6
90477229,FALSE,3,7/27/2011 4:29,Not Sure,1,,38,409192893_6200039561001,Wed 23 January 2008 03:55 PM,abortion_as_rights_or_choices,aggie_swife
90477230,FALSE,3,7/27/2011 7:17,For,1,,39,409192893_6200039561001,Wed 23 January 2008 05:45 PM,abortion_as_rights_or_choices,PhoenixDark
90477231,FALSE,3,7/27/2011 6:03,For,1,,40,409192893_6200039561001,Wed 23 January 2008 05:57 PM,abortion_as_rights_or_choices,PSimon572
90477232,FALSE,3,7/27/2011 7:49,For,0.7138,,41,409192893_6200039561001,Wed 23 January 2008 06:01 PM,abortion_as_rights_or_choices,marineJacksonsgirl
90477233,FALSE,3,7/27/2011 8:12,For,0.7165,,42,409192893_6200039561001,Wed 23 January 2008 06:11 PM,abortion_as_rights_or_choices,sweetsuds
90477234,FALSE,3,7/27/2011 6:22,Against,1,,43,409192893_6200039561001,Wed 23 January 2008 06:11 PM,abortion_as_rights_or_choices,aggie_swife
90477235,FALSE,4,7/27/2011 5:32,Not Sure,1,,44,409192893_6200039561001,Wed 23 January 2008 06:19 PM,abortion_as_rights_or_choices,sweetsuds
90477236,FALSE,3,7/27/2011 8:49,Not Sure,0.6667,,45,409192893_6200039561001,Wed 23 January 2008 07:58 PM,abortion_as_rights_or_choices,aggie_swife
90477237,FALSE,3,7/27/2011 8:47,For,1,,46,409192893_6200039561001,Wed 23 January 2008 08:21 PM,abortion_as_rights_or_choices,liberal90
90477238,FALSE,3,7/27/2011 6:41,Against,1,,47,409192893_6200039561001,Wed 23 January 2008 08:31 PM,abortion_as_rights_or_choices,OldUSAFSniper
90477239,FALSE,3,7/27/2011 8:06,Against,0.6399,,48,409192893_6200039561001,Wed 23 January 2008 11:15 PM,abortion_as_rights_or_choices,Opfor6
90477240,FALSE,3,7/27/2011 8:05,Against,1,,49,409192893_6200039561001,Wed 23 January 2008 11:25 PM,abortion_as_rights_or_choices,undercoversister
90477241,FALSE,3,7/27/2011 7:12,Against,0.3819,,50,409192893_6200039561001,Wed 23 January 2008 11:47 PM,abortion_as_rights_or_choices,Opfor6
90477242,FALSE,3,7/27/2011 7:36,Against,0.6757,,51,409192893_6200039561001,Thu 24 January 2008 07:28 AM,abortion_as_rights_or_choices,Fightdirector
90477243,FALSE,3,7/27/2011 7:31,For,0.3656,,52,409192893_6200039561001,Thu 24 January 2008 08:33 AM,abortion_as_rights_or_choices,pken
90477244,FALSE,3,7/27/2011 8:09,Not Sure,0.3367,,53,409192893_6200039561001,Thu 24 January 2008 09:23 AM,abortion_as_rights_or_choices,Fightdirector
90477245,FALSE,3,7/27/2011 6:41,Not Sure,1,,54,409192893_6200039561001,Thu 24 January 2008 09:55 AM,abortion_as_rights_or_choices,oldmole
90477246,FALSE,3,7/27/2011 7:34,Not Sure,0.6258,,55,409192893_6200039561001,Thu 24 January 2008 10:13 AM,abortion_as_rights_or_choices,rm444
90477249,FALSE,3,7/27/2011 0:53,Not Sure,0.705,,56,409192893_6200039561001,Thu 24 January 2008 10:59 AM,abortion_as_rights_or_choices,LRS51st
